repo,numero,arquivos,linhas_add,linhas_rem,tempo_h,descricao_len,comentarios,participantes
freeCodeCamp/freeCodeCamp,59576,2,4,1,3.37,541,0,3
freeCodeCamp/freeCodeCamp,59570,1,29,2,1.64,294,0,3
freeCodeCamp/freeCodeCamp,59569,9,75,119,2.37,298,3,3
freeCodeCamp/freeCodeCamp,59560,1,1,1,5.0,320,1,3
freeCodeCamp/freeCodeCamp,59559,1,2,1,15.53,559,0,3
freeCodeCamp/freeCodeCamp,59556,1,8,0,17.71,560,0,3
freeCodeCamp/freeCodeCamp,59552,2,391,50,50.12,393,0,3
freeCodeCamp/freeCodeCamp,59550,1,13,1,14.34,315,0,3
freeCodeCamp/freeCodeCamp,59548,2,246,1,50.55,275,1,4
freeCodeCamp/freeCodeCamp,59547,10,10,70,2.4,45,0,3
freeCodeCamp/freeCodeCamp,59540,1,1,1,39.53,275,0,4
freeCodeCamp/freeCodeCamp,59539,1,7,1,45.03,475,0,4
freeCodeCamp/freeCodeCamp,59537,4,4,4,34.11,275,0,4
freeCodeCamp/freeCodeCamp,59534,1,3,3,19.09,282,2,3
freeCodeCamp/freeCodeCamp,59531,1,1,1,5.81,275,0,3
freeCodeCamp/freeCodeCamp,59529,1,6,7,30.48,275,0,3
freeCodeCamp/freeCodeCamp,59528,1,6,18,3.04,359,1,2
freeCodeCamp/freeCodeCamp,59527,1,6,18,3.37,275,0,3
freeCodeCamp/freeCodeCamp,59524,1,1,1,6.97,275,0,3
freeCodeCamp/freeCodeCamp,59522,1,9,2,67.27,275,1,5
freeCodeCamp/freeCodeCamp,59521,1,2,2,10.28,275,0,3
freeCodeCamp/freeCodeCamp,59519,1,12,14,11.83,389,0,3
freeCodeCamp/freeCodeCamp,59516,1,1,1,2.52,47,0,3
freeCodeCamp/freeCodeCamp,59514,20,690,250,4.27,45,0,3
freeCodeCamp/freeCodeCamp,59510,1,1,1,9.07,275,0,3
freeCodeCamp/freeCodeCamp,59508,1,9,0,85.13,452,0,4
freeCodeCamp/freeCodeCamp,59507,1,2,2,67.99,275,1,4
freeCodeCamp/freeCodeCamp,59503,1,2,2,54.04,275,2,4
freeCodeCamp/freeCodeCamp,59499,1,1,1,37.8,259,3,4
freeCodeCamp/freeCodeCamp,59497,1,1,1,3.22,299,0,3
freeCodeCamp/freeCodeCamp,59492,1,43,35,135.96,273,1,3
freeCodeCamp/freeCodeCamp,59491,1,1,1,18.75,417,2,3
freeCodeCamp/freeCodeCamp,59487,1,4,4,27.65,556,1,4
freeCodeCamp/freeCodeCamp,59486,3,237,7,157.77,272,2,4
freeCodeCamp/freeCodeCamp,59484,7,4,4,70.65,259,0,4
freeCodeCamp/freeCodeCamp,59478,7,26,60,122.88,265,1,4
freeCodeCamp/freeCodeCamp,59475,1,3,13,7.47,489,1,3
freeCodeCamp/freeCodeCamp,59474,55,160,155,7.72,379,1,3
freeCodeCamp/freeCodeCamp,59472,1,1,1,9.28,275,2,5
freeCodeCamp/freeCodeCamp,59471,1,1,1,11.08,47,1,4
freeCodeCamp/freeCodeCamp,59470,12,0,323,94.53,465,0,3
freeCodeCamp/freeCodeCamp,59468,1,0,3,85.96,429,0,3
freeCodeCamp/freeCodeCamp,59467,1,1,0,4.09,339,2,3
freeCodeCamp/freeCodeCamp,59466,1,7,0,96.85,250,0,3
freeCodeCamp/freeCodeCamp,59464,1,1,1,1.68,501,0,3
freeCodeCamp/freeCodeCamp,59463,1,2,2,3.44,273,0,3
freeCodeCamp/freeCodeCamp,59461,4,14,36,19.08,372,0,3
freeCodeCamp/freeCodeCamp,59458,1,1,1,2.62,273,0,4
freeCodeCamp/freeCodeCamp,59457,1,1,1,3.71,275,0,3
freeCodeCamp/freeCodeCamp,59452,3,4,4,24.34,275,1,3
freeCodeCamp/freeCodeCamp,59446,10,5,25,8.22,304,0,3
freeCodeCamp/freeCodeCamp,59445,10,20,20,1.62,45,0,3
freeCodeCamp/freeCodeCamp,59443,1,2,0,2.72,275,0,3
freeCodeCamp/freeCodeCamp,59442,133,553,812,26.92,542,2,3
freeCodeCamp/freeCodeCamp,59441,2,98,1,37.52,275,1,3
freeCodeCamp/freeCodeCamp,59436,1,2,0,8.3,275,0,4
freeCodeCamp/freeCodeCamp,59433,6,6,6,1.75,275,0,3
freeCodeCamp/freeCodeCamp,59432,1,8,8,5.84,275,0,3
freeCodeCamp/freeCodeCamp,59429,1,2,2,2.32,296,0,3
freeCodeCamp/freeCodeCamp,59425,1,2,2,8.98,399,0,3
freeCodeCamp/freeCodeCamp,59420,2,102,177,42.92,400,0,3
freeCodeCamp/freeCodeCamp,59418,1,54,17,9.08,0,0,1
freeCodeCamp/freeCodeCamp,59416,2,6,6,1.23,1158,1,4
freeCodeCamp/freeCodeCamp,59414,2,2,2,1.03,346,0,3
freeCodeCamp/freeCodeCamp,59411,2,2,2,16.49,275,0,3
freeCodeCamp/freeCodeCamp,59410,1,2,2,61.15,283,2,4
freeCodeCamp/freeCodeCamp,59405,7,99,76,16.84,275,1,3
freeCodeCamp/freeCodeCamp,59403,1,1,1,1.25,47,0,3
freeCodeCamp/freeCodeCamp,59401,3,8,4,18.25,420,0,3
freeCodeCamp/freeCodeCamp,59400,4,13,5,72.49,275,11,5
freeCodeCamp/freeCodeCamp,59398,20,82,202,3.26,45,0,3
freeCodeCamp/freeCodeCamp,59395,3,10,7,8.29,275,0,3
freeCodeCamp/freeCodeCamp,59394,1,1,1,5.23,258,0,3
freeCodeCamp/freeCodeCamp,59393,1,2,2,5.27,273,0,3
freeCodeCamp/freeCodeCamp,59392,1,1,1,9.53,275,0,3
freeCodeCamp/freeCodeCamp,59391,1,8,8,39.12,376,3,4
freeCodeCamp/freeCodeCamp,59385,1,1,1,2.98,403,0,3
freeCodeCamp/freeCodeCamp,59382,1,4,2,1.61,389,0,3
freeCodeCamp/freeCodeCamp,59377,1,0,4,2.11,295,1,3
freeCodeCamp/freeCodeCamp,59376,20,0,26,93.76,337,3,4
freeCodeCamp/freeCodeCamp,59375,1,1,1,3.15,275,0,3
freeCodeCamp/freeCodeCamp,59370,1,3,3,5.98,275,1,3
freeCodeCamp/freeCodeCamp,59369,2,35,17,309.46,702,0,4
freeCodeCamp/freeCodeCamp,59367,1,1,1,2.26,295,3,3
freeCodeCamp/freeCodeCamp,59366,1,2,2,9.02,319,0,3
freeCodeCamp/freeCodeCamp,59365,1,1,1,4.5,406,2,2
freeCodeCamp/freeCodeCamp,59362,1,1,1,8.06,275,0,3
freeCodeCamp/freeCodeCamp,59359,1,91,245,85.71,332,0,3
freeCodeCamp/freeCodeCamp,59358,1,4,3,10.58,288,2,3
freeCodeCamp/freeCodeCamp,59355,1,8,1,26.35,275,0,4
freeCodeCamp/freeCodeCamp,59353,2,2,2,58.45,823,0,3
freeCodeCamp/freeCodeCamp,59352,1,12,12,1.47,275,1,3
freeCodeCamp/freeCodeCamp,59351,1,1,1,2.39,275,3,3
freeCodeCamp/freeCodeCamp,59350,5,12,12,36.53,304,2,5
freeCodeCamp/freeCodeCamp,59348,1,1,1,8.17,275,0,3
freeCodeCamp/freeCodeCamp,59346,2,4,2,10.87,259,0,3
freeCodeCamp/freeCodeCamp,59345,1,1,1,42.19,275,0,3
freeCodeCamp/freeCodeCamp,59340,1,1,1,24.69,47,0,3
freeCodeCamp/freeCodeCamp,59338,1,20,1,57.89,275,0,4
freeCodeCamp/freeCodeCamp,59337,1,1,1,15.74,382,0,3
freeCodeCamp/freeCodeCamp,59334,1,1,1,77.44,275,0,3
freeCodeCamp/freeCodeCamp,59328,1,1,1,205.76,765,2,4
freeCodeCamp/freeCodeCamp,59327,1,1,1,133.87,275,0,4
freeCodeCamp/freeCodeCamp,59326,1,1,1,9.14,275,0,3
freeCodeCamp/freeCodeCamp,59321,2,140,97,1.56,259,1,3
freeCodeCamp/freeCodeCamp,59319,1,1,1,5.52,291,3,3
freeCodeCamp/freeCodeCamp,59318,1,87,7,55.16,319,5,3
freeCodeCamp/freeCodeCamp,59313,1,4,4,3.99,353,1,3
freeCodeCamp/freeCodeCamp,59310,1,21,13,243.14,275,1,5
freeCodeCamp/freeCodeCamp,59306,12,76,25,184.4,377,9,4
freeCodeCamp/freeCodeCamp,59299,20,60,60,1.68,45,0,3
freeCodeCamp/freeCodeCamp,59297,2,13,4,47.55,761,0,4
freeCodeCamp/freeCodeCamp,59294,1,1,1,28.86,293,4,4
freeCodeCamp/freeCodeCamp,59287,1,9,0,2.9,275,0,2
freeCodeCamp/freeCodeCamp,59286,2,33,27,132.5,1004,1,4
freeCodeCamp/freeCodeCamp,59283,8,206,29,506.16,688,3,4
freeCodeCamp/freeCodeCamp,59282,165,16269,23,462.74,385,5,4
freeCodeCamp/freeCodeCamp,59281,1,1,1,10.43,377,0,3
freeCodeCamp/freeCodeCamp,59280,1,12,2,191.63,275,4,4
freeCodeCamp/freeCodeCamp,59279,4,4,4,85.81,275,2,3
sindresorhus/awesome,3341,1,1,1,1.13,7417,1,3
sindresorhus/awesome,3335,1,1,0,1106.47,7634,12,6
sindresorhus/awesome,3312,1,1,0,224.42,7291,4,7
sindresorhus/awesome,3308,1,3,0,630.79,7372,13,8
sindresorhus/awesome,3296,1,0,0,7.83,7147,0,3
sindresorhus/awesome,3293,1,1,0,2100.39,7283,7,11
sindresorhus/awesome,3282,1,1,0,1505.87,6462,10,6
sindresorhus/awesome,3256,1,1,0,1720.57,7445,7,10
sindresorhus/awesome,3248,1,1,0,16.69,7177,4,3
sindresorhus/awesome,3228,1,1,0,1294.45,7453,13,4
sindresorhus/awesome,3227,1,1,1,1297.73,7353,15,7
sindresorhus/awesome,3159,1,1,1,1598.82,7380,5,5
sindresorhus/awesome,3152,1,1,0,2522.76,7205,15,5
sindresorhus/awesome,3149,1,1,1,9.78,7302,0,3
sindresorhus/awesome,3110,1,1,0,4510.49,7592,16,8
sindresorhus/awesome,3095,1,1,1,1079.15,7424,9,173
sindresorhus/awesome,3092,1,1,0,2859.1,7148,3,5
sindresorhus/awesome,3091,1,1,0,3032.62,6648,6,7
sindresorhus/awesome,3081,1,1,0,941.83,7683,7,5
sindresorhus/awesome,3071,1,1,0,3365.9,6917,6,5
sindresorhus/awesome,3068,1,1,0,3402.57,443,6,7
sindresorhus/awesome,3053,1,1,0,295.92,6572,11,6
sindresorhus/awesome,3029,1,1,0,1856.99,7542,8,10
sindresorhus/awesome,3027,1,1,1,35.66,59,2,3
sindresorhus/awesome,3003,1,1,0,1704.26,6747,11,5
sindresorhus/awesome,2999,2,6,3,497.07,7234,6,4
sindresorhus/awesome,2996,1,1,0,5378.86,7404,12,8
sindresorhus/awesome,2970,1,1,0,149.81,7147,1,3
sindresorhus/awesome,2960,1,1,0,6497.32,7280,10,7
sindresorhus/awesome,2958,1,1,0,2808.96,551,4,4
sindresorhus/awesome,2924,1,1,0,189.41,7301,4,4
sindresorhus/awesome,2919,1,2,0,7135.58,7111,15,3
sindresorhus/awesome,2895,1,1,0,4114.1,7471,18,10
sindresorhus/awesome,2893,1,1,0,7723.12,7331,3,5
sindresorhus/awesome,2888,1,1,0,1744.18,7262,4,5
sindresorhus/awesome,2878,1,1,0,1897.02,7251,2,4
sindresorhus/awesome,2867,1,1,0,8069.06,7214,10,9
sindresorhus/awesome,2850,1,1,0,9136.57,7263,21,7
sindresorhus/awesome,2846,1,1,1,1474.13,85,7,6
sindresorhus/awesome,2837,1,1,0,2639.84,7498,9,8
sindresorhus/awesome,2834,1,1,1,1.35,1368,1,4
sindresorhus/awesome,2829,1,1,0,5127.97,6825,7,3
sindresorhus/awesome,2813,1,1,0,2990.16,7419,4,3
sindresorhus/awesome,2810,1,1,0,3060.06,6963,6,8
sindresorhus/awesome,2804,1,1,0,3141.35,7043,5,6
sindresorhus/awesome,2794,1,34,0,1.57,6963,2,3
sindresorhus/awesome,2780,0,0,0,751.68,7098,16,4
sindresorhus/awesome,2763,1,1,0,3407.64,7506,11,8
sindresorhus/awesome,2753,1,1,0,4310.95,3587,9,7
sindresorhus/awesome,2743,1,1,0,1086.4,6994,8,7
sindresorhus/awesome,2736,1,1,0,4702.9,3444,8,6
sindresorhus/awesome,2734,1,1,0,1819.47,7153,5,5
sindresorhus/awesome,2715,1,1,0,2832.3,7637,6,5
sindresorhus/awesome,2714,1,30,0,7.88,8960,0,3
sindresorhus/awesome,2695,1,1,4,450.57,7637,13,6
sindresorhus/awesome,2692,0,0,0,4449.95,6950,6,10
sindresorhus/awesome,2690,1,1,0,5684.44,7097,10,5
sindresorhus/awesome,2658,1,1,0,6152.93,7524,5,5
sindresorhus/awesome,2655,1,1,0,520.76,7866,4,3
sindresorhus/awesome,2647,1,1,0,6277.21,7246,13,12
sindresorhus/awesome,2642,1,1,1,1269.87,7039,14,5
sindresorhus/awesome,2640,1,1,0,3409.49,6996,11,6
sindresorhus/awesome,2638,1,1,0,8885.68,7116,16,10
sindresorhus/awesome,2622,1,1,0,6633.14,6921,12,6
sindresorhus/awesome,2620,1,1,0,3742.3,7362,5,4
sindresorhus/awesome,2615,1,1,0,1074.91,0,3,4
sindresorhus/awesome,2612,1,1,0,359.58,7075,4,7
sindresorhus/awesome,2601,1,1,0,4137.45,7247,5,3
sindresorhus/awesome,2593,1,1,0,455.55,7075,6,7
sindresorhus/awesome,2589,1,1,0,9839.08,6696,8,9
sindresorhus/awesome,2585,1,1,0,7429.32,6593,16,8
sindresorhus/awesome,2571,1,1,0,1125.56,5933,7,7
sindresorhus/awesome,2569,1,1,0,4685.7,6975,8,7
sindresorhus/awesome,2565,1,1,0,7688.23,7610,12,5
sindresorhus/awesome,2560,1,1,0,7850.98,6954,16,9
sindresorhus/awesome,2550,1,1,0,1055.95,7049,15,6
sindresorhus/awesome,2546,1,0,1,3.79,62,0,3
sindresorhus/awesome,2541,1,1,0,14401.38,7083,13,6
sindresorhus/awesome,2539,1,1,0,2532.93,6901,4,7
sindresorhus/awesome,2525,1,1,0,526.34,7270,5,3
sindresorhus/awesome,2524,1,1,0,5088.86,7098,12,6
sindresorhus/awesome,2513,1,1,0,5543.08,7035,11,4
sindresorhus/awesome,2512,1,1,0,5547.03,7250,16,6
sindresorhus/awesome,2509,1,1,0,3325.45,7059,8,5
sindresorhus/awesome,2506,1,1,0,6144.04,6959,23,5
sindresorhus/awesome,2503,1,1,0,3646.18,6776,18,7
sindresorhus/awesome,2502,0,0,0,2286.92,149,11,8
sindresorhus/awesome,2501,1,1,0,473.44,6819,5,4
sindresorhus/awesome,2498,1,1,0,3543.25,7188,11,7
sindresorhus/awesome,2482,1,1,0,3919.92,6895,12,11
sindresorhus/awesome,2477,1,1,0,2578.63,7477,13,4
sindresorhus/awesome,2470,1,1,0,2643.08,6847,9,10
sindresorhus/awesome,2465,1,1,0,15.46,135,3,3
sindresorhus/awesome,2463,1,1,0,2813.2,7172,11,6
sindresorhus/awesome,2454,1,1,0,4522.89,7395,11,4
sindresorhus/awesome,2453,1,1,0,4534.9,6956,11,6
sindresorhus/awesome,2449,1,1,0,4582.05,7221,8,9
sindresorhus/awesome,2448,1,1,0,3212.78,6949,12,5
sindresorhus/awesome,2445,1,1,0,1727.37,7396,10,5
sindresorhus/awesome,2442,1,1,0,4876.0,6818,7,9
sindresorhus/awesome,2435,1,2,0,5060.6,7116,25,8
sindresorhus/awesome,2433,1,1,0,3665.5,3248,11,6
sindresorhus/awesome,2431,1,1,0,5129.77,7039,6,5
sindresorhus/awesome,2428,1,1,1,551.33,6960,3,3
sindresorhus/awesome,2426,1,1,0,963.43,6431,8,7
sindresorhus/awesome,2424,1,1,0,4441.27,8301,21,8
sindresorhus/awesome,2422,1,26,0,2348.21,6844,2,4
sindresorhus/awesome,2420,1,1,0,5664.51,6857,5,4
sindresorhus/awesome,2418,1,1,0,4311.8,541,3,6
sindresorhus/awesome,2417,1,1,0,3266.12,6802,10,6
sindresorhus/awesome,2405,1,1,0,2823.54,6827,18,4
sindresorhus/awesome,2400,1,1,0,6271.09,7526,11,6
sindresorhus/awesome,2397,1,1,0,3151.14,6752,3,5
sindresorhus/awesome,2394,1,1,0,3378.68,6911,7,6
sindresorhus/awesome,2391,1,1,0,9298.03,7152,14,8
sindresorhus/awesome,2390,1,1,0,3385.61,675,8,7
sindresorhus/awesome,2389,1,1,0,9377.95,6806,14,4
sindresorhus/awesome,2386,1,1,0,2327.86,6869,12,9
sindresorhus/awesome,2383,1,1,0,5258.69,6901,16,7
sindresorhus/awesome,2382,1,1,0,1976.85,6917,12,6
EbookFoundation/free-programming-books,11858,1,1,1,33.91,2546,1,2
EbookFoundation/free-programming-books,11856,1,1,1,32.9,5489,1,2
EbookFoundation/free-programming-books,11853,1,1,1,58.06,6674,1,2
EbookFoundation/free-programming-books,11841,2,7,0,8.39,1309,1,2
EbookFoundation/free-programming-books,11840,1,1,0,4.61,755,1,2
EbookFoundation/free-programming-books,11832,1,6,0,25.16,1067,0,2
EbookFoundation/free-programming-books,11829,1,1,1,1008.03,9079,2,2
EbookFoundation/free-programming-books,11823,1,1,0,43.36,869,0,2
EbookFoundation/free-programming-books,11815,1,1,1,1738.03,2348,0,2
EbookFoundation/free-programming-books,11808,1,222,255,1957.37,612,2,4
EbookFoundation/free-programming-books,11795,1,1,0,34.9,632,0,2
EbookFoundation/free-programming-books,11794,1,34,57,12.24,1819,0,2
EbookFoundation/free-programming-books,11788,1,1,0,2.17,1094,2,2
EbookFoundation/free-programming-books,11786,1,1,1,78.37,6084,0,2
EbookFoundation/free-programming-books,11781,1,10,2,327.52,641,19,4
EbookFoundation/free-programming-books,11779,1,1,0,17.14,1128,1,3
EbookFoundation/free-programming-books,11774,1,1,0,78.76,612,2,2
EbookFoundation/free-programming-books,11759,1,1,0,19.81,707,0,2
EbookFoundation/free-programming-books,11756,1,1,1,12.36,7474,0,3
EbookFoundation/free-programming-books,11755,1,1,0,27.21,1090,0,3
EbookFoundation/free-programming-books,11750,1,1,0,23.01,1123,4,2
EbookFoundation/free-programming-books,11748,1,1,1,20.92,562,1,2
EbookFoundation/free-programming-books,11745,1,2,2,24.4,194,1,2
EbookFoundation/free-programming-books,11744,1,4,1,1278.92,1048,1,2
EbookFoundation/free-programming-books,11736,1,5,0,37.88,1181,12,2
EbookFoundation/free-programming-books,11730,0,0,0,18.43,1485,1,2
EbookFoundation/free-programming-books,11729,1,1,0,28.7,846,0,2
EbookFoundation/free-programming-books,11728,1,6,0,88.0,728,0,3
EbookFoundation/free-programming-books,11725,1,4,4,17.89,1110,2,3
EbookFoundation/free-programming-books,11710,1,7,7,11.21,907,1,2
EbookFoundation/free-programming-books,11707,1,1,0,15.84,1055,0,2
EbookFoundation/free-programming-books,11704,1,1,0,27.91,646,0,2
EbookFoundation/free-programming-books,11697,1,6,0,7.57,708,1,3
EbookFoundation/free-programming-books,11695,1,1,0,28.68,695,1,2
EbookFoundation/free-programming-books,11693,1,1,0,9.59,631,1,2
EbookFoundation/free-programming-books,11692,1,1,0,10.47,746,1,2
EbookFoundation/free-programming-books,11686,1,4,0,124.29,721,6,4
EbookFoundation/free-programming-books,11682,1,3,3,23.17,948,0,2
EbookFoundation/free-programming-books,11680,1,2,1,48.12,745,0,2
EbookFoundation/free-programming-books,11679,1,1,0,27.31,613,2,2
EbookFoundation/free-programming-books,11676,1,7,0,49.67,632,4,2
EbookFoundation/free-programming-books,11674,1,1,1,30.29,688,1,2
EbookFoundation/free-programming-books,11668,1,3,0,876.48,25,1,2
EbookFoundation/free-programming-books,11663,1,7,0,58.83,734,2,2
EbookFoundation/free-programming-books,11658,1,2,2,8.48,1198,0,2
EbookFoundation/free-programming-books,11654,2,1,3,14.98,670,0,3
EbookFoundation/free-programming-books,11653,1,1,2,21.95,840,1,2
EbookFoundation/free-programming-books,11652,1,8,2,27.38,807,16,2
EbookFoundation/free-programming-books,11650,1,1,0,24.54,688,2,2
EbookFoundation/free-programming-books,11646,1,12,0,25.92,1310,1,2
EbookFoundation/free-programming-books,11645,1,4,0,99.16,1037,3,2
EbookFoundation/free-programming-books,11633,1,1,0,38.16,838,1,2
EbookFoundation/free-programming-books,11631,1,4,1,21.13,917,7,2
EbookFoundation/free-programming-books,11615,1,1,0,28.3,917,4,2
EbookFoundation/free-programming-books,11613,1,1,0,53.16,708,3,3
EbookFoundation/free-programming-books,11606,1,1,0,74.84,720,1,2
EbookFoundation/free-programming-books,11598,1,1,1,8.5,573,1,3
EbookFoundation/free-programming-books,11596,1,2,0,62.01,861,1,2
EbookFoundation/free-programming-books,11593,1,2,0,1560.4,869,2,3
EbookFoundation/free-programming-books,11591,1,7,0,26.47,1533,4,3
EbookFoundation/free-programming-books,11589,1,1,0,38.36,612,1,3
EbookFoundation/free-programming-books,11587,1,6,0,53.14,618,4,2
EbookFoundation/free-programming-books,11585,1,3,3,13.79,1068,0,3
EbookFoundation/free-programming-books,11584,1,1,1,162.73,757,1,3
EbookFoundation/free-programming-books,11583,1,1,0,55.91,945,6,2
EbookFoundation/free-programming-books,11582,1,2,1,21.23,682,7,3
EbookFoundation/free-programming-books,11581,1,0,1,1567.93,728,11,3
EbookFoundation/free-programming-books,11580,2,13,1,18.59,830,1,2
EbookFoundation/free-programming-books,11579,1,8,1,47.72,953,6,2
EbookFoundation/free-programming-books,11572,1,3,3,14.17,635,7,3
EbookFoundation/free-programming-books,11565,1,7,0,19.43,819,4,2
EbookFoundation/free-programming-books,11555,1,4,0,3.97,612,0,3
EbookFoundation/free-programming-books,11548,1,1,0,10.11,710,0,2
EbookFoundation/free-programming-books,11547,1,3,0,8.56,1153,0,2
EbookFoundation/free-programming-books,11541,1,0,1,27.19,612,2,2
EbookFoundation/free-programming-books,11540,1,1,1,36.07,1083,1,2
EbookFoundation/free-programming-books,11536,1,1,0,23.48,657,0,3
EbookFoundation/free-programming-books,11533,1,1,0,34.92,1065,0,2
EbookFoundation/free-programming-books,11524,1,1,0,32.33,1195,2,2
EbookFoundation/free-programming-books,11523,1,6,0,32.44,1500,2,2
EbookFoundation/free-programming-books,11517,1,10,3,109.56,1060,8,2
EbookFoundation/free-programming-books,11502,1,1,0,22.03,697,0,2
EbookFoundation/free-programming-books,11496,1,1,0,4.7,801,0,4
EbookFoundation/free-programming-books,11495,6,11,0,6.19,732,1,3
EbookFoundation/free-programming-books,11494,2,2,1,30.02,689,9,2
EbookFoundation/free-programming-books,11487,1,1,1,31.1,598,0,3
EbookFoundation/free-programming-books,11486,1,2,2,33.25,721,0,3
EbookFoundation/free-programming-books,11485,1,1,0,12.42,887,2,2
EbookFoundation/free-programming-books,11481,1,3,2,74.02,1048,1,2
EbookFoundation/free-programming-books,11479,1,3,3,94.4,1705,4,2
EbookFoundation/free-programming-books,11477,1,1,1,24.09,625,0,3
EbookFoundation/free-programming-books,11476,1,1,0,46.51,693,0,2
EbookFoundation/free-programming-books,11473,1,7,0,25.58,1205,4,2
EbookFoundation/free-programming-books,11470,1,1,0,27.75,923,1,4
EbookFoundation/free-programming-books,11455,2,7,0,140.51,612,5,2
EbookFoundation/free-programming-books,11452,1,1,0,23.56,800,0,2
EbookFoundation/free-programming-books,11449,1,3,3,26.51,1425,2,2
EbookFoundation/free-programming-books,11440,1,1,0,32.98,667,5,3
EbookFoundation/free-programming-books,11433,1,4,4,2620.45,465,6,2
EbookFoundation/free-programming-books,11425,1,6,0,1.21,612,1,2
EbookFoundation/free-programming-books,11423,1,2,0,27.85,1298,0,2
EbookFoundation/free-programming-books,11419,1,2,2,14.54,794,2,2
EbookFoundation/free-programming-books,11418,1,1,0,15.76,670,0,3
EbookFoundation/free-programming-books,11404,1,13,1,520.19,608,9,2
EbookFoundation/free-programming-books,11403,1,8,0,18.73,906,2,3
EbookFoundation/free-programming-books,11402,0,0,0,15.47,652,0,2
EbookFoundation/free-programming-books,11400,1,1,0,5.56,1057,0,3
EbookFoundation/free-programming-books,11397,1,2,0,9.92,733,1,3
EbookFoundation/free-programming-books,11396,1,1,0,10.38,733,1,3
EbookFoundation/free-programming-books,11394,1,8,0,83.11,667,4,3
EbookFoundation/free-programming-books,11393,1,2,1,18.07,1041,7,2
EbookFoundation/free-programming-books,11391,1,1,0,25.71,606,0,4
EbookFoundation/free-programming-books,11389,1,1,0,27.36,848,0,3
EbookFoundation/free-programming-books,11388,1,1,0,27.25,929,2,3
EbookFoundation/free-programming-books,11387,1,1,0,11.04,1318,1,3
EbookFoundation/free-programming-books,11385,1,1,0,11.65,990,1,3
EbookFoundation/free-programming-books,11381,1,1,1,53.5,6077,0,2
EbookFoundation/free-programming-books,11380,1,1,0,17.99,695,2,3
EbookFoundation/free-programming-books,11378,1,1,0,18.4,699,2,3
EbookFoundation/free-programming-books,11377,1,2,0,19.04,654,0,3
public-apis/public-apis,4136,1,1,1,791.9,633,0,2
public-apis/public-apis,4114,1,1,0,1463.14,514,0,2
public-apis/public-apis,4103,1,0,1,1746.85,514,2,5
public-apis/public-apis,4072,1,57,52,1317.33,514,0,2
public-apis/public-apis,4042,1,1,1,2763.22,37,1,2
public-apis/public-apis,4040,1,1,0,17.65,514,0,3
public-apis/public-apis,4022,1,1,0,230.23,514,0,2
public-apis/public-apis,3954,1,1,1,1398.68,514,1,2
public-apis/public-apis,3935,1,1,1,1182.07,623,2,2
public-apis/public-apis,3928,1,1,1,3050.14,514,0,2
public-apis/public-apis,3805,2,347,248,1097.95,514,0,4
public-apis/public-apis,3679,1,1,1,3383.25,514,1,3
public-apis/public-apis,3620,1,1,0,34.45,514,0,2
public-apis/public-apis,3618,1,1,0,38.91,514,0,3
public-apis/public-apis,3544,1,1,1,9479.88,514,1,3
public-apis/public-apis,3510,1,3,0,7172.58,514,2,3
public-apis/public-apis,3480,1,1,0,133.1,514,1,2
public-apis/public-apis,3410,1,1,1,1012.19,79,0,2
public-apis/public-apis,3342,1,1,1,199.76,514,0,2
public-apis/public-apis,3314,1,1,0,20783.6,514,1,3
public-apis/public-apis,3268,1,2,0,10007.43,514,6,6
public-apis/public-apis,3237,1,1,0,128.64,514,1,3
public-apis/public-apis,3235,1,1,0,183.12,514,1,4
public-apis/public-apis,3211,1,1,0,358.79,514,1,3
public-apis/public-apis,3197,1,3,2,654.48,514,2,3
public-apis/public-apis,3171,1,1,0,370.15,514,10,3
public-apis/public-apis,3157,1,1,0,39.59,514,1,2
public-apis/public-apis,3146,1,2,0,41.76,514,1,3
public-apis/public-apis,3102,1,1,0,4.0,514,0,2
public-apis/public-apis,3100,1,1,0,21.66,514,0,2
public-apis/public-apis,3098,1,1,0,40.85,514,0,2
public-apis/public-apis,3094,1,1,0,30.02,514,0,2
public-apis/public-apis,3093,1,1,1,12.51,574,0,2
public-apis/public-apis,3092,1,1,0,72.34,521,1,3
public-apis/public-apis,3091,1,1,0,109.31,514,0,2
public-apis/public-apis,3090,1,1,0,111.9,514,2,2
public-apis/public-apis,3087,1,1,0,137.67,551,0,2
public-apis/public-apis,3085,1,1,0,95.12,514,0,2
public-apis/public-apis,3082,1,1,1,6.54,514,0,2
public-apis/public-apis,3079,1,0,1,48.65,529,0,2
public-apis/public-apis,3078,1,1,0,191.66,514,0,2
public-apis/public-apis,3076,1,1,0,112.61,514,0,2
public-apis/public-apis,3075,1,1,0,283.44,514,2,2
public-apis/public-apis,3073,1,1,0,168.07,514,0,3
public-apis/public-apis,3072,1,1,0,183.45,738,5,2
public-apis/public-apis,3066,1,1,0,223.98,514,0,2
public-apis/public-apis,3065,1,1,0,263.31,514,0,2
public-apis/public-apis,3062,1,1,0,331.25,530,1,3
public-apis/public-apis,3060,1,1,0,331.21,559,0,2
public-apis/public-apis,3059,1,1,0,340.21,514,0,2
public-apis/public-apis,3057,1,1,0,421.59,514,0,3
public-apis/public-apis,3056,1,1,0,453.29,514,1,3
public-apis/public-apis,3055,1,1,0,473.44,514,0,2
public-apis/public-apis,3054,1,1,1,394.12,514,0,2
