Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,https://github.com/freeCodeCamp/freeCodeCamp,24-12-2014,3721,02-03-2025,0,TypeScript,24431,0,18979,18791
free-programming-books,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,11-10-2013,4160,14-02-2025,16,HTML,6787,0,1162,1132
awesome,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,11-07-2014,3887,28-02-2025,2,N/A,662,0,347,335
build-your-own-x,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,09-05-2018,2489,03-09-2024,180,Markdown,140,0,733,541
public-apis,A collective list of free APIs,https://github.com/public-apis/public-apis,20-03-2016,3269,31-10-2024,122,Python,1872,0,654,603
coding-interview-university,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,06-06-2016,3191,05-12-2024,87,N/A,415,0,511,458
developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,15-03-2017,2909,02-03-2025,0,TypeScript,3344,1,2680,2530
system-design-primer,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.,https://github.com/donnemartin/system-design-primer,26-02-2017,2926,02-12-2024,90,Python,199,0,322,87
996.ICU,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,26-03-2019,2168,03-10-2024,150,N/A,1068,0,0,0
awesome-python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,27-06-2014,3901,11-08-2024,203,Python,543,0,0,0
react,The library for web and native user interfaces.,https://github.com/facebook/react,24-05-2013,4300,01-03-2025,1,JavaScript,11386,103,13549,12779
project-based-learning,Curated list of project-based tutorials,https://github.com/practical-tutorials/project-based-learning,12-04-2017,2881,15-08-2024,199,N/A,182,0,191,78
awesome-selfhosted,A list of Free Software network services and web applications which can be hosted on your own servers,https://github.com/awesome-selfhosted/awesome-selfhosted,01-06-2015,3562,02-03-2025,0,N/A,2393,1,803,803
vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",https://github.com/vuejs/vue,29-07-2013,4234,10-10-2024,143,TypeScript,1136,249,10022,9665
Python,All Algorithms implemented in Python,https://github.com/TheAlgorithms/Python,16-07-2016,3151,02-03-2025,0,Python,2916,0,1556,1492
javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,https://github.com/trekhleb/javascript-algorithms,24-03-2018,2535,12-02-2025,18,JavaScript,302,0,357,227
linux,Linux kernel source tree,https://github.com/torvalds/linux,04-09-2011,4928,02-03-2025,0,C,10,0,0,0
tensorflow,An Open Source Machine Learning Framework for Everyone,https://github.com/tensorflow/tensorflow,07-11-2015,3403,02-03-2025,0,C++,29558,214,40276,39486
You-Dont-Know-JS,A book series (2 published editions) on the JS language.,https://github.com/getify/You-Dont-Know-JS,16-11-2013,4124,05-09-2024,178,N/A,367,0,936,855
CS-Notes,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计,https://github.com/CyC2018/CS-Notes,13-02-2018,2574,21-08-2024,193,N/A,374,0,596,448
ohmyzsh,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community.",https://github.com/ohmyzsh/ohmyzsh,28-08-2009,5665,19-02-2025,11,Shell,3289,0,4896,4763
computer-science,🎓 Path to a free self-taught education in Computer Science!,https://github.com/ossu/computer-science,04-05-2014,3955,28-02-2025,2,N/A,284,0,642,629
AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",https://github.com/Significant-Gravitas/AutoGPT,16-03-2023,717,02-03-2025,0,Python,2609,42,3155,2982
bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",https://github.com/twbs/bootstrap,29-07-2011,4965,02-03-2025,0,JavaScript,8845,89,22628,22145
flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,https://github.com/flutter/flutter,06-03-2015,3649,02-03-2025,0,Dart,41079,7,103834,90836
vscode,Visual Studio Code,https://github.com/microsoft/vscode,03-09-2015,3468,02-03-2025,0,TypeScript,31600,156,191286,182434
gitignore,A collection of useful .gitignore templates,https://github.com/github/gitignore,08-11-2010,5228,25-02-2025,5,N/A,1575,0,0,0
Python-100-Days,Python - 100天从新手到大师,https://github.com/jackfrued/Python-100-Days,01-03-2018,2558,26-02-2025,4,Jupyter Notebook,13,0,661,114
the-book-of-secret-knowledge,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",https://github.com/trimstray/the-book-of-secret-knowledge,23-06-2018,2444,19-11-2024,103,N/A,122,0,0,0
the-art-of-command-line,"Master the command line, in one page",https://github.com/jlevy/the-art-of-command-line,20-05-2015,3574,25-06-2024,250,N/A,317,0,254,136
stable-diffusion-webui,Stable Diffusion web UI,https://github.com/AUTOMATIC1111/stable-diffusion-webui,22-08-2022,923,28-02-2025,2,Python,1872,27,7756,5451
JavaGuide,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！,https://github.com/Snailclimb/JavaGuide,07-05-2018,2491,02-03-2025,0,Java,1147,0,1073,1008
javascript,JavaScript Style Guide,https://github.com/airbnb/javascript,01-11-2012,4504,09-12-2024,83,JavaScript,811,0,1347,1252
transformers,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",https://github.com/huggingface/transformers,29-10-2018,2316,02-03-2025,0,Python,14667,180,16760,15759
awesome-go,"A curated list of awesome Go frameworks, libraries and software",https://github.com/avelino/awesome-go,06-07-2014,3892,27-02-2025,3,Go,3399,0,669,663
youtube-dl,Command-line program to download videos from YouTube.com and other video sites,https://github.com/ytdl-org/youtube-dl,31-10-2010,5236,28-02-2025,2,Python,1640,341,26690,23000
ollama,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",https://github.com/ollama/ollama,26-06-2023,615,02-03-2025,0,Go,2051,116,6179,4741
next.js,The React Framework,https://github.com/vercel/next.js,05-10-2016,3070,02-03-2025,0,JavaScript,21091,1000,22472,19913
fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. ",https://github.com/labuladong/fucking-algorithm,19-02-2020,1838,31-01-2025,30,Markdown,238,1,882,881
go,The Go programming language,https://github.com/golang/go,19-08-2014,3848,01-03-2025,1,Go,1,0,65709,56527
Microsoft-Activation-Scripts,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, KMS38, and Online KMS activation methods, along with advanced troubleshooting.",https://github.com/massgravel/Microsoft-Activation-Scripts,12-01-2020,1876,23-02-2025,7,Batchfile,6,19,577,575
30-seconds-of-code,Coding articles to level up your development skills,https://github.com/Chalarangelo/30-seconds-of-code,29-11-2017,2650,23-02-2025,7,JavaScript,821,11,296,296
tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,https://github.com/yangshun/tech-interview-handbook,05-07-2016,3162,08-10-2024,145,TypeScript,466,0,108,70
awesome-chatgpt-prompts,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,https://github.com/f/awesome-chatgpt-prompts,05-12-2022,818,19-02-2025,11,HTML,158,0,0,0
react-native,A framework for building native applications using React,https://github.com/facebook/react-native,09-01-2015,3705,02-03-2025,0,C++,886,375,26674,26082
scrcpy,Display and control your Android device,https://github.com/Genymobile/scrcpy,21-11-2017,2658,02-03-2025,0,C,109,44,5244,3017
electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",https://github.com/electron/electron,12-04-2013,4342,02-03-2025,0,C++,21637,1000,20577,19720
PowerToys,Windows system utilities to maximize productivity,https://github.com/microsoft/PowerToys,01-05-2019,2132,02-03-2025,0,C#,5103,109,31655,25779
kubernetes,Production-Grade Container Scheduling and Management,https://github.com/kubernetes/kubernetes,06-06-2014,3922,02-03-2025,0,Go,60807,722,46735,44848
free-programming-books-zh_CN,:books: 免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,04-11-2013,4136,15-07-2024,230,N/A,282,3,0,0
d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",https://github.com/d3/d3,27-09-2010,5270,25-01-2025,36,Shell,491,194,2224,2215
node,Node.js JavaScript runtime ✨🐢🚀✨,https://github.com/nodejs/node,26-11-2014,3749,02-03-2025,0,JavaScript,9810,430,18822,17185
hello-algo,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version ongoing",https://github.com/krahets/hello-algo,04-11-2022,849,25-02-2025,5,Java,906,9,254,235
axios,Promise based HTTP client for the browser and node.js,https://github.com/axios/axios,18-08-2014,3849,02-03-2025,0,JavaScript,940,89,4766,4198
three.js,JavaScript 3D Library.,https://github.com/mrdoob/three.js,23-03-2010,5458,02-03-2025,0,JavaScript,13741,166,12859,12432
create-react-app,Set up a modern web app by running one command.,https://github.com/facebook/create-react-app,17-07-2016,3150,15-02-2025,15,JavaScript,1949,83,8372,6563
yt-dlp,A feature-rich command-line audio/video downloader,https://github.com/yt-dlp/yt-dlp,26-10-2020,1588,28-02-2025,2,Python,2540,104,8754,7235
TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://github.com/microsoft/TypeScript,17-06-2014,3911,28-02-2025,2,TypeScript,14558,208,41742,36219
langchain,🦜🔗 Build context-aware reasoning applications,https://github.com/langchain-ai/langchain,17-10-2022,867,01-03-2025,1,Jupyter Notebook,13264,811,8238,7901
deno,A modern runtime for JavaScript and TypeScript.,https://github.com/denoland/deno,15-05-2018,2483,02-03-2025,0,Rust,12412,313,12177,10207
nodebestpractices,:white_check_mark:  The Node.js best practices list (July 2024),https://github.com/goldbergyoni/nodebestpractices,15-09-2017,2725,04-07-2024,241,Dockerfile,765,0,326,284
rust,Empowering everyone to build reliable and efficient software.,https://github.com/rust-lang/rust,16-06-2010,5373,02-03-2025,0,Rust,61531,135,56823,46777
HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",https://github.com/521xueweihan/HelloGitHub,04-05-2016,3224,28-02-2025,2,Python,17,52,2757,2560
terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",https://github.com/microsoft/terminal,11-08-2017,2760,01-03-2025,1,C++,4040,128,13132,11531
angular,Deliver web apps with confidence 🚀,https://github.com/angular/angular,18-09-2014,3818,28-02-2025,2,TypeScript,3703,410,28798,27277
material-ui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,https://github.com/mui/material-ui,18-08-2014,3849,02-03-2025,0,TypeScript,19929,525,19853,18174
godot,Godot Engine – Multi-platform 2D and 3D game engine,https://github.com/godotengine/godot,04-01-2014,4075,28-02-2025,2,C++,36302,58,55300,43879
ant-design,An enterprise-class UI design language and React UI library,https://github.com/ant-design/ant-design,24-04-2015,3600,02-03-2025,0,TypeScript,15023,691,30969,29754
excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,https://github.com/excalidraw/excalidraw,02-01-2020,1886,02-03-2025,0,TypeScript,3565,13,3886,2225
clean-code-javascript,Clean Code concepts adapted for JavaScript,https://github.com/ryanmcdermott/clean-code-javascript,25-11-2016,3019,29-07-2024,216,JavaScript,149,0,234,163
free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",https://github.com/ripienaar/free-for-dev,18-03-2015,3637,01-03-2025,1,HTML,2650,0,0,0
papers-we-love,Papers from the computer science community to read and discuss.,https://github.com/papers-we-love/papers-we-love,15-12-2013,4095,19-02-2025,11,Shell,434,0,244,243
frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,https://github.com/fatedier/frp,21-12-2015,3359,12-02-2025,18,Go,654,101,3706,3647
java-design-patterns,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,09-08-2014,3858,02-03-2025,0,Java,1459,0,944,819
iptv,Collection of publicly available IPTV channels from all over the world,https://github.com/iptv-org/iptv,14-11-2018,2300,02-03-2025,0,JavaScript,6501,0,10366,10059
DeepSeek-V3,Sem descrição,https://github.com/deepseek-ai/DeepSeek-V3,26-12-2024,66,24-02-2025,6,Python,17,0,428,325
thefuck,Magnificent app which corrects your previous console command.,https://github.com/nvbn/thefuck,08-04-2015,3616,19-07-2024,226,Python,481,17,746,471
tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",https://github.com/tauri-apps/tauri,13-07-2019,2059,02-03-2025,0,Rust,4830,1000,5247,4279
puppeteer,JavaScript API for Chrome and Firefox,https://github.com/puppeteer/puppeteer,09-05-2017,2854,02-03-2025,0,TypeScript,5150,496,7076,6820
Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",https://github.com/Hack-with-Github/Awesome-Hacking,30-03-2016,3259,18-01-2025,43,N/A,34,0,0,0
vue-element-admin,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,17-04-2017,2876,24-10-2024,129,Vue,311,49,3598,2357
pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,https://github.com/pytorch/pytorch,13-08-2016,3123,02-03-2025,0,Python,6001,58,49237,34680
neovim,Vim-fork focused on extensibility and usability,https://github.com/neovim/neovim,31-01-2014,4048,02-03-2025,0,Vim Script,14696,41,12367,10810
every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,https://github.com/mtdvio/every-programmer-should-know,24-08-2017,2747,06-08-2024,208,N/A,99,0,51,22
tailwindcss,A utility-first CSS framework for rapid UI development.,https://github.com/tailwindlabs/tailwindcss,06-10-2017,2704,02-03-2025,0,TypeScript,2764,269,4034,3951
storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",https://github.com/storybookjs/storybook,18-03-2016,3271,02-03-2025,0,TypeScript,10798,1000,13192,11133
Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",https://github.com/microsoft/Web-Dev-For-Beginners,10-11-2020,1573,01-03-2025,1,JavaScript,498,0,297,240
DeepSeek-R1,Sem descrição,https://github.com/deepseek-ai/DeepSeek-R1,20-01-2025,41,24-02-2025,6,N/A,7,0,428,166
rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",https://github.com/rustdesk/rustdesk,28-09-2020,1616,02-03-2025,0,Rust,3342,28,3309,3258
nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,https://github.com/nvm-sh/nvm,15-04-2010,5435,06-02-2025,24,Shell,725,68,2258,1956
django,The Web framework for perfectionists with deadlines.,https://github.com/django/django,28-04-2012,4691,02-03-2025,0,Python,9543,0,0,0
app-ideas,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,25-02-2019,2197,16-08-2024,198,N/A,149,0,169,43
bitcoin,Bitcoin Core integration/staging tree,https://github.com/bitcoin/bitcoin,19-12-2010,5187,27-02-2025,3,C++,14933,54,8419,8026
ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",https://github.com/shadcn-ui/ui,04-01-2023,788,02-03-2025,0,TypeScript,499,37,2840,2029
svelte,web development for the rest of us,https://github.com/sveltejs/svelte,20-11-2016,3024,02-03-2025,0,JavaScript,5494,396,7996,7229
fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",https://github.com/fastapi/fastapi,08-12-2018,2276,01-03-2025,1,Python,2578,203,3464,3412
NextChat,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,https://github.com/ChatGPTNextWeb/NextChat,10-03-2023,723,01-03-2025,1,TypeScript,875,76,3417,2838
animate.css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,https://github.com/animate-css/animate.css,12-10-2011,4890,29-07-2024,216,CSS,315,22,873,841
realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",https://github.com/gothinkster/realworld,26-02-2016,3292,02-12-2024,90,TypeScript,433,0,539,495
opencv,Open Source Computer Vision Library,https://github.com/opencv/opencv,19-07-2012,4609,02-03-2025,0,C++,12736,65,11018,8454
gin,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",https://github.com/gin-gonic/gin,16-06-2014,3912,24-02-2025,6,Go,1046,26,2293,1650
awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",https://github.com/jaywcjlove/awesome-mac,17-07-2016,3150,28-02-2025,2,JavaScript,949,10,453,342
open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",https://github.com/open-webui/open-webui,06-10-2023,513,02-03-2025,0,JavaScript,1763,94,0,0
laravel,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",https://github.com/laravel/laravel,08-06-2011,5016,27-02-2025,3,Blade,1610,184,0,0
mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,https://github.com/macrozheng/mall,04-04-2018,2524,25-02-2025,5,Java,1,3,496,481
hugo,The world’s fastest framework for building websites.,https://github.com/gohugoio/hugo,04-07-2013,4259,27-02-2025,3,Go,2797,316,7593,7144
FiraCode,Free monospaced font with programming ligatures,https://github.com/tonsky/FiraCode,11-11-2014,3764,27-02-2025,3,Clojure,136,29,1347,947
supabase,"The open source Firebase alternative. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",https://github.com/supabase/supabase,12-10-2019,1968,02-03-2025,0,TypeScript,11235,19,4203,3927
models,Models and examples built with TensorFlow,https://github.com/tensorflow/models,05-02-2016,3313,28-02-2025,2,Python,2337,48,7296,6233
whisper,Robust Speech Recognition via Large-Scale Weak Supervision,https://github.com/openai/whisper,16-09-2022,898,04-01-2025,57,Python,110,12,0,0
advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,https://github.com/doocs/advanced-java,06-10-2018,2339,10-02-2025,20,Java,86,1,147,142
core,:house_with_garden: Open source home automation that puts local control and privacy first.,https://github.com/home-assistant/core,17-09-2013,4184,02-03-2025,0,Python,70128,1000,57629,54790
bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",https://github.com/oven-sh/bun,14-04-2021,1418,02-03-2025,0,Zig,4789,180,10864,6817
mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,https://github.com/mermaid-js/mermaid,01-11-2014,3774,01-03-2025,1,TypeScript,2272,142,3147,2009
spring-boot,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss.",https://github.com/spring-projects/spring-boot,19-10-2012,4517,28-02-2025,2,Java,42,300,37193,36662
dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",https://github.com/langgenius/dify,12-04-2023,690,01-03-2025,1,TypeScript,5063,120,7013,6565
v2rayN,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others",https://github.com/2dust/v2rayN,30-07-2019,2042,02-03-2025,0,C#,198,236,5398,5390
LeetCodeAnimation,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,https://github.com/MisterBooo/LeetCodeAnimation,06-12-2018,2278,14-08-2023,566,Java,63,0,61,42
llama.cpp,LLM inference in C/C++,https://github.com/ggml-org/llama.cpp,10-03-2023,723,02-03-2025,0,C++,4145,1000,4618,4269
manim,Animation engine for explanatory math videos,https://github.com/3b1b/manim,22-03-2015,3633,26-02-2025,4,Python,625,13,1189,751
Font-Awesome,"The iconic SVG, font, and CSS toolkit",https://github.com/FortAwesome/Font-Awesome,17-02-2012,4762,16-12-2024,76,JavaScript,209,59,19587,15485
json-server,Get a full fake REST API with zero coding in less than 30 seconds (seriously),https://github.com/typicode/json-server,27-11-2013,4113,24-09-2024,159,JavaScript,121,38,1161,546
netdata,X-Ray Vision for your infrastructure!,https://github.com/netdata/netdata,17-06-2013,4276,02-03-2025,0,C,10027,108,8022,7875
awesome-interview-questions,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: ,https://github.com/DopplerHQ/awesome-interview-questions,28-11-2015,3382,29-07-2024,216,N/A,176,0,61,34
gpt4all,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.,https://github.com/nomic-ai/gpt4all,27-03-2023,706,25-02-2025,5,C++,937,38,2127,1475
awesome-vue,🎉 A curated list of awesome things related to Vue.js,https://github.com/vuejs/awesome-vue,20-10-2015,3421,04-02-2025,26,N/A,3544,0,223,189
awesome-for-beginners,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,24-10-2015,3417,21-02-2025,9,N/A,432,0,171,166
elasticsearch,"Free and Open Source, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,08-02-2010,5501,02-03-2025,0,Java,73987,172,38467,34398
github-readme-stats,:zap: Dynamically generated stats for your github readmes,https://github.com/anuraghazra/github-readme-stats,09-07-2020,1697,01-03-2025,1,JavaScript,1227,0,1273,1094
generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/",https://github.com/microsoft/generative-ai-for-beginners,19-06-2023,622,28-02-2025,2,Jupyter Notebook,318,0,139,135
